A0,A1,A2,A3
10.629000000000001,10.587,10.535,10.559000000000001
10.615,10.559000000000001,10.554,10.554
10.554,10.600999999999999,10.554,10.535
10.600999999999999,10.568,10.522,10.535
10.595999999999998,10.582000000000001,10.577,10.545
10.573,10.582000000000001,10.535,10.549000000000001
10.582000000000001,10.573,10.549000000000001,10.545
10.600999999999999,10.573,10.562999999999999,10.539999999999999
10.619999999999999,10.595999999999998,10.535,10.530999999999999
10.587,10.587,10.549000000000001,10.573
10.600999999999999,10.592000000000001,10.539999999999999,10.545
10.562999999999999,10.600999999999999,10.549000000000001,10.549000000000001
10.638,10.577,10.535,10.539999999999999
10.595999999999998,10.592000000000001,10.554,10.526
10.582000000000001,10.587,10.549000000000001,10.562999999999999
10.606,10.573,10.535,10.520999999999999
10.582000000000001,10.573,10.526,10.554
10.619999999999999,10.587,10.568,10.562999999999999
10.595999999999998,10.587,10.517000000000001,10.554
10.615,10.559000000000001,10.554,10.559000000000001
10.638,10.582000000000001,10.549000000000001,10.562999999999999
10.615,10.573,10.554,10.545
10.559000000000001,10.545,10.549000000000001,10.535
10.615,10.568,10.577,10.573
10.587,10.592000000000001,10.549000000000001,10.549000000000001
10.619999999999999,10.582000000000001,10.539999999999999,10.559000000000001
10.609999999999999,10.592000000000001,10.539999999999999,10.582000000000001
10.600999999999999,10.587,10.562999999999999,10.568
10.609999999999999,10.592000000000001,10.554,10.549000000000001
10.615,10.582000000000001,10.559000000000001,10.530999999999999
10.587,10.587,10.535,10.559000000000001
10.587,10.549000000000001,10.568,10.527000000000001
10.592000000000001,10.609999999999999,10.573,10.530999999999999
10.609999999999999,10.629000000000001,10.587,10.549000000000001
10.582000000000001,10.573,10.573,10.545
10.595999999999998,10.545,10.539999999999999,10.562999999999999
10.648,10.595999999999998,10.549000000000001,10.520999999999999
10.609999999999999,10.568,10.535,10.549000000000001
10.624000000000001,10.595999999999998,10.568,10.562999999999999
10.592000000000001,10.568,10.554,10.562999999999999
10.615,10.606,10.535,10.554
10.606,10.530999999999999,10.520999999999999,10.554
10.549000000000001,10.587,10.568,10.530999999999999
10.582000000000001,10.573,10.554,10.545
10.609999999999999,10.573,10.545,10.549000000000001
10.568,10.595999999999998,10.559000000000001,10.539999999999999
10.606,10.582000000000001,10.539999999999999,10.539999999999999
10.609999999999999,10.549000000000001,10.554,10.559000000000001
10.615,10.559000000000001,10.554,10.545
10.595999999999998,10.595999999999998,10.545,10.539999999999999
10.606,10.600999999999999,10.549000000000001,10.526
10.634,10.573,10.573,10.559000000000001
10.587,10.587,10.530999999999999,10.545
10.600999999999999,10.609999999999999,10.549000000000001,10.582000000000001
10.562999999999999,10.562999999999999,10.545,10.559000000000001
10.568,10.606,10.577,10.522
10.573,10.592000000000001,10.559000000000001,10.530999999999999
10.595999999999998,10.559000000000001,10.562999999999999,10.535
10.592000000000001,10.587,10.562999999999999,10.539999999999999
10.582000000000001,10.573,10.559000000000001,10.539999999999999
10.562999999999999,10.592000000000001,10.530999999999999,10.554
10.648,10.592000000000001,10.535,10.539999999999999
10.600999999999999,10.615,10.573,10.526
10.587,10.535,10.549000000000001,10.554
10.600999999999999,10.573,10.559000000000001,10.539999999999999
10.592000000000001,10.568,10.562999999999999,10.526
10.619999999999999,10.582000000000001,10.562999999999999,10.512
10.634,10.549000000000001,10.530999999999999,10.545
10.606,10.595999999999998,10.568,10.549000000000001
10.587,10.577,10.568,10.545
10.595999999999998,10.587,10.549000000000001,10.554
10.595999999999998,10.582000000000001,10.554,10.545
10.615,10.562999999999999,10.530999999999999,10.549000000000001
10.600999999999999,10.554,10.545,10.526
10.595999999999998,10.582000000000001,10.545,10.539999999999999
10.587,10.577,10.539999999999999,10.554
10.600999999999999,10.559000000000001,10.568,10.545
10.606,10.568,10.562999999999999,10.520999999999999
10.573,10.568,10.573,10.549000000000001
10.615,10.573,10.559000000000001,10.539999999999999
10.600999999999999,10.568,10.573,10.545
10.606,10.582000000000001,10.549000000000001,10.530999999999999
10.587,10.609999999999999,10.526,10.554
10.595999999999998,10.600999999999999,10.549000000000001,10.530999999999999
10.587,10.573,10.562999999999999,10.527000000000001
10.619999999999999,10.577,10.545,10.539999999999999
10.615,10.562999999999999,10.562999999999999,10.554
10.577,10.559000000000001,10.549000000000001,10.549000000000001
10.634,10.568,10.559000000000001,10.522
10.568,10.573,10.549000000000001,10.545
10.609999999999999,10.577,10.535,10.545
10.609999999999999,10.600999999999999,10.530999999999999,10.526
10.615,10.609999999999999,10.562999999999999,10.520999999999999
10.629000000000001,10.562999999999999,10.554,10.535
10.606,10.595999999999998,10.554,10.545
10.573,10.573,10.545,10.535
10.577,10.595999999999998,10.562999999999999,10.562999999999999
10.609999999999999,10.568,10.539999999999999,10.568
10.595999999999998,10.582000000000001,10.520999999999999,10.545
10.582000000000001,10.582000000000001,10.554,10.539999999999999
10.592000000000001,10.595999999999998,10.545,10.526
10.568,10.577,10.554,10.535
10.592000000000001,10.549000000000001,10.545,10.545
10.577,10.559000000000001,10.559000000000001,10.539999999999999
10.577,10.539999999999999,10.568,10.592000000000001
10.592000000000001,10.577,10.559000000000001,10.539999999999999
10.606,10.573,10.539999999999999,10.539999999999999
10.562999999999999,10.587,10.573,10.520999999999999
10.582000000000001,10.568,10.535,10.545
10.592000000000001,10.582000000000001,10.573,10.512
10.609999999999999,10.587,10.539999999999999,10.549000000000001
10.573,10.539999999999999,10.554,10.539999999999999
10.600999999999999,10.559000000000001,10.559000000000001,10.539999999999999
10.609999999999999,10.592000000000001,10.549000000000001,10.549000000000001
10.615,10.606,10.535,10.522
10.592000000000001,10.573,10.530999999999999,10.539999999999999
10.619999999999999,10.582000000000001,10.559000000000001,10.526
10.629000000000001,10.549000000000001,10.530999999999999,10.530999999999999
10.615,10.592000000000001,10.562999999999999,10.535
10.592000000000001,10.606,10.545,10.539999999999999
10.562999999999999,10.587,10.520999999999999,10.549000000000001
10.606,10.592000000000001,10.559000000000001,10.522
10.573,10.600999999999999,10.535,10.522
10.582000000000001,10.582000000000001,10.562999999999999,10.545
10.609999999999999,10.562999999999999,10.562999999999999,10.526
10.582000000000001,10.587,10.545,10.517000000000001
10.606,10.595999999999998,10.559000000000001,10.535
10.568,10.562999999999999,10.549000000000001,10.526
10.595999999999998,10.600999999999999,10.554,10.539999999999999
10.595999999999998,10.554,10.520999999999999,10.530999999999999
10.619999999999999,10.600999999999999,10.545,10.539999999999999
10.582000000000001,10.595999999999998,10.520999999999999,10.545
10.595999999999998,10.573,10.568,10.545
10.582000000000001,10.573,10.539999999999999,10.517000000000001
10.577,10.595999999999998,10.549000000000001,10.526
10.606,10.600999999999999,10.559000000000001,10.535
10.595999999999998,10.568,10.562999999999999,10.527000000000001
10.609999999999999,10.595999999999998,10.545,10.535
10.595999999999998,10.554,10.526,10.549000000000001
10.595999999999998,10.606,10.559000000000001,10.535
10.624000000000001,10.595999999999998,10.520999999999999,10.554
10.582000000000001,10.554,10.554,10.530999999999999
10.592000000000001,10.592000000000001,10.554,10.535
10.592000000000001,10.606,10.549000000000001,10.526
10.587,10.600999999999999,10.554,10.539999999999999
10.615,10.600999999999999,10.562999999999999,10.549000000000001
10.615,10.545,10.549000000000001,10.530999999999999
10.592000000000001,10.562999999999999,10.549000000000001,10.535
10.624000000000001,10.587,10.549000000000001,10.527000000000001
10.615,10.582000000000001,10.562999999999999,10.554
10.577,10.559000000000001,10.559000000000001,10.539999999999999
10.568,10.554,10.549000000000001,10.549000000000001
10.609999999999999,10.582000000000001,10.535,10.530999999999999
10.600999999999999,10.600999999999999,10.539999999999999,10.559000000000001
10.573,10.577,10.526,10.554
10.577,10.562999999999999,10.545,10.539999999999999
10.606,10.582000000000001,10.549000000000001,10.520999999999999
10.562999999999999,10.568,10.554,10.527000000000001
10.606,10.592000000000001,10.562999999999999,10.526
10.592000000000001,10.573,10.568,10.526
10.595999999999998,10.587,10.545,10.526
10.600999999999999,10.562999999999999,10.554,10.545
10.582000000000001,10.592000000000001,10.549000000000001,10.545
10.606,10.568,10.568,10.520999999999999
10.595999999999998,10.559000000000001,10.549000000000001,10.545
10.592000000000001,10.582000000000001,10.577,10.530999999999999
10.568,10.568,10.559000000000001,10.530999999999999
10.600999999999999,10.573,10.549000000000001,10.526
10.592000000000001,10.582000000000001,10.554,10.530999999999999
10.606,10.573,10.549000000000001,10.527000000000001
10.592000000000001,10.592000000000001,10.562999999999999,10.527000000000001
10.609999999999999,10.595999999999998,10.559000000000001,10.549000000000001
10.600999999999999,10.592000000000001,10.545,10.526
10.592000000000001,10.592000000000001,10.573,10.545
10.573,10.577,10.554,10.535
10.587,10.577,10.549000000000001,10.539999999999999
10.587,10.592000000000001,10.539999999999999,10.535
10.592000000000001,10.582000000000001,10.530999999999999,10.554
10.577,10.587,10.577,10.530999999999999
10.595999999999998,10.562999999999999,10.545,10.530999999999999
10.577,10.559000000000001,10.559000000000001,10.520999999999999
10.615,10.554,10.526,10.554
10.587,10.592000000000001,10.539999999999999,10.527000000000001
10.595999999999998,10.562999999999999,10.539999999999999,10.535
10.609999999999999,10.562999999999999,10.549000000000001,10.520999999999999
10.595999999999998,10.587,10.568,10.535
10.606,10.577,10.539999999999999,10.535
10.615,10.577,10.562999999999999,10.530999999999999
10.619999999999999,10.592000000000001,10.562999999999999,10.535
10.638,10.562999999999999,10.554,10.549000000000001
10.559000000000001,10.573,10.545,10.535
10.619999999999999,10.554,10.545,10.539999999999999
10.615,10.577,10.527000000000001,10.568
10.573,10.587,10.573,10.539999999999999
10.624000000000001,10.600999999999999,10.535,10.517000000000001
10.577,10.562999999999999,10.577,10.520999999999999
10.577,10.573,10.568,10.535
10.568,10.577,10.535,10.526
10.582000000000001,10.592000000000001,10.522,10.526
10.595999999999998,10.568,10.554,10.559000000000001
10.615,10.619999999999999,10.526,10.535
10.582000000000001,10.587,10.582000000000001,10.526
10.619999999999999,10.577,10.530999999999999,10.539999999999999
10.595999999999998,10.568,10.554,10.554
10.577,10.568,10.539999999999999,10.530999999999999
10.615,10.568,10.549000000000001,10.539999999999999
10.615,10.573,10.568,10.520999999999999
10.619999999999999,10.600999999999999,10.554,10.539999999999999
10.562999999999999,10.592000000000001,10.582000000000001,10.539999999999999
10.582000000000001,10.573,10.568,10.545
10.600999999999999,10.568,10.539999999999999,10.522
10.587,10.595999999999998,10.530999999999999,10.539999999999999
10.573,10.587,10.573,10.549000000000001
10.595999999999998,10.595999999999998,10.539999999999999,10.527000000000001
10.629000000000001,10.582000000000001,10.520999999999999,10.520999999999999
10.624000000000001,10.592000000000001,10.554,10.535
10.568,10.600999999999999,10.549000000000001,10.530999999999999
10.587,10.573,10.535,10.535
10.615,10.562999999999999,10.554,10.549000000000001
10.577,10.562999999999999,10.526,10.535
10.577,10.559000000000001,10.549000000000001,10.539999999999999
10.615,10.568,10.539999999999999,10.526
10.634,10.573,10.545,10.545
10.587,10.545,10.526,10.539999999999999
10.582000000000001,10.582000000000001,10.559000000000001,10.527000000000001
10.592000000000001,10.587,10.587,10.530999999999999
10.609999999999999,10.568,10.554,10.526
10.609999999999999,10.554,10.549000000000001,10.530999999999999
10.562999999999999,10.568,10.573,10.549000000000001
10.592000000000001,10.582000000000001,10.545,10.549000000000001
10.606,10.549000000000001,10.545,10.526
10.582000000000001,10.573,10.549000000000001,10.539999999999999
10.600999999999999,10.582000000000001,10.535,10.549000000000001
10.609999999999999,10.562999999999999,10.535,10.535
10.592000000000001,10.577,10.545,10.539999999999999
10.615,10.592000000000001,10.526,10.539999999999999
10.615,10.609999999999999,10.530999999999999,10.530999999999999
10.577,10.595999999999998,10.526,10.539999999999999
10.600999999999999,10.577,10.535,10.520999999999999
10.615,10.582000000000001,10.549000000000001,10.549000000000001
10.606,10.568,10.545,10.539999999999999
10.606,10.582000000000001,10.562999999999999,10.526
10.615,10.582000000000001,10.545,10.520999999999999
10.568,10.592000000000001,10.559000000000001,10.535
10.600999999999999,10.582000000000001,10.573,10.559000000000001
10.592000000000001,10.609999999999999,10.545,10.545
10.562999999999999,10.568,10.539999999999999,10.545
10.600999999999999,10.600999999999999,10.535,10.539999999999999
10.595999999999998,10.606,10.549000000000001,10.526
10.609999999999999,10.587,10.520999999999999,10.549000000000001
10.562999999999999,10.577,10.535,10.526
10.595999999999998,10.582000000000001,10.539999999999999,10.520999999999999
10.619999999999999,10.549000000000001,10.554,10.535
10.615,10.573,10.562999999999999,10.549000000000001
10.568,10.577,10.568,10.554
10.606,10.595999999999998,10.568,10.549000000000001
10.609999999999999,10.582000000000001,10.554,10.526
10.568,10.573,10.539999999999999,10.545
10.568,10.619999999999999,10.554,10.549000000000001
10.559000000000001,10.577,10.554,10.535
10.600999999999999,10.592000000000001,10.545,10.526
10.609999999999999,10.573,10.549000000000001,10.562999999999999
10.609999999999999,10.592000000000001,10.559000000000001,10.522
10.595999999999998,10.559000000000001,10.526,10.530999999999999
10.595999999999998,10.592000000000001,10.539999999999999,10.549000000000001
10.606,10.562999999999999,10.577,10.539999999999999
10.582000000000001,10.573,10.559000000000001,10.549000000000001
10.577,10.587,10.545,10.545
10.582000000000001,10.587,10.520999999999999,10.530999999999999
10.587,10.582000000000001,10.535,10.535
10.595999999999998,10.582000000000001,10.554,10.520999999999999
10.595999999999998,10.592000000000001,10.539999999999999,10.549000000000001
10.592000000000001,10.606,10.554,10.520999999999999
10.595999999999998,10.609999999999999,10.535,10.527000000000001
10.582000000000001,10.554,10.545,10.549000000000001
10.595999999999998,10.577,10.559000000000001,10.539999999999999
10.577,10.619999999999999,10.554,10.535
10.592000000000001,10.595999999999998,10.577,10.549000000000001
10.629000000000001,10.606,10.559000000000001,10.527000000000001
10.587,10.600999999999999,10.535,10.554
10.568,10.539999999999999,10.535,10.545
10.600999999999999,10.549000000000001,10.535,10.539999999999999
10.600999999999999,10.573,10.549000000000001,10.554
10.609999999999999,10.587,10.539999999999999,10.530999999999999
10.615,10.587,10.545,10.526
10.600999999999999,10.595999999999998,10.535,10.545
10.624000000000001,10.573,10.554,10.527000000000001
10.606,10.573,10.539999999999999,10.535
10.606,10.577,10.549000000000001,10.535
10.595999999999998,10.595999999999998,10.582000000000001,10.527000000000001
10.615,10.595999999999998,10.539999999999999,10.545
10.577,10.568,10.545,10.554
10.582000000000001,10.592000000000001,10.530999999999999,10.539999999999999
10.582000000000001,10.559000000000001,10.545,10.535
10.595999999999998,10.568,10.527000000000001,10.554
10.615,10.587,10.562999999999999,10.549000000000001
10.600999999999999,10.577,10.545,10.530999999999999
10.577,10.582000000000001,10.520999999999999,10.549000000000001
10.606,10.582000000000001,10.535,10.526
10.619999999999999,10.577,10.554,10.527000000000001
10.592000000000001,10.568,10.520999999999999,10.527000000000001
10.606,10.582000000000001,10.549000000000001,10.539999999999999
10.577,10.568,10.549000000000001,10.522
10.595999999999998,10.573,10.545,10.530999999999999
10.587,10.600999999999999,10.549000000000001,10.526
10.609999999999999,10.568,10.559000000000001,10.527000000000001
10.595999999999998,10.595999999999998,10.549000000000001,10.539999999999999
10.595999999999998,10.573,10.520999999999999,10.539999999999999
10.582000000000001,10.582000000000001,10.545,10.549000000000001
10.600999999999999,10.592000000000001,10.539999999999999,10.545
10.592000000000001,10.568,10.526,10.549000000000001
10.592000000000001,10.582000000000001,10.554,10.535
10.595999999999998,10.595999999999998,10.559000000000001,10.539999999999999
10.634,10.577,10.539999999999999,10.526
10.592000000000001,10.549000000000001,10.545,10.539999999999999
10.609999999999999,10.573,10.554,10.535
10.624000000000001,10.606,10.545,10.535
10.587,10.615,10.549000000000001,10.520999999999999
10.592000000000001,10.568,10.562999999999999,10.530999999999999
10.587,10.592000000000001,10.549000000000001,10.535
10.549000000000001,10.587,10.554,10.520999999999999
10.559000000000001,10.582000000000001,10.573,10.530999999999999
10.592000000000001,10.592000000000001,10.539999999999999,10.526
10.587,10.592000000000001,10.549000000000001,10.503
10.624000000000001,10.562999999999999,10.545,10.539999999999999
10.595999999999998,10.573,10.545,10.554
10.609999999999999,10.600999999999999,10.549000000000001,10.554
10.600999999999999,10.568,10.554,10.539999999999999
10.582000000000001,10.587,10.535,10.554
10.600999999999999,10.554,10.535,10.539999999999999
10.595999999999998,10.595999999999998,10.545,10.527000000000001
10.619999999999999,10.582000000000001,10.520999999999999,10.535
10.619999999999999,10.587,10.559000000000001,10.559000000000001
10.554,10.595999999999998,10.545,10.517000000000001
10.624000000000001,10.600999999999999,10.554,10.527000000000001
10.592000000000001,10.577,10.539999999999999,10.530999999999999
10.600999999999999,10.587,10.545,10.522
10.609999999999999,10.587,10.545,10.535
10.600999999999999,10.587,10.545,10.530999999999999
10.592000000000001,10.582000000000001,10.568,10.530999999999999
10.582000000000001,10.592000000000001,10.549000000000001,10.526
10.615,10.577,10.517000000000001,10.549000000000001
10.559000000000001,10.562999999999999,10.535,10.526
10.562999999999999,10.592000000000001,10.559000000000001,10.520999999999999
10.573,10.545,10.554,10.535
10.606,10.562999999999999,10.559000000000001,10.517000000000001
10.595999999999998,10.573,10.568,10.545
10.609999999999999,10.573,10.539999999999999,10.520999999999999
10.592000000000001,10.582000000000001,10.535,10.526
10.592000000000001,10.573,10.545,10.535
10.600999999999999,10.573,10.539999999999999,10.545
10.606,10.573,10.527000000000001,10.549000000000001
10.568,10.573,10.549000000000001,10.568
10.587,10.615,10.545,10.520999999999999
10.539999999999999,10.624000000000001,10.549000000000001,10.535
10.562999999999999,10.582000000000001,10.549000000000001,10.559000000000001
10.595999999999998,10.549000000000001,10.568,10.539999999999999
10.582000000000001,10.587,10.527000000000001,10.530999999999999
10.629000000000001,10.624000000000001,10.549000000000001,10.545
10.568,10.539999999999999,10.520999999999999,10.545
10.577,10.600999999999999,10.535,10.545
10.606,10.562999999999999,10.549000000000001,10.526
10.559000000000001,10.587,10.554,10.526
10.619999999999999,10.595999999999998,10.568,10.530999999999999
10.615,10.595999999999998,10.573,10.526
10.638,10.582000000000001,10.535,10.539999999999999
10.615,10.549000000000001,10.549000000000001,10.535
10.573,10.600999999999999,10.520999999999999,10.539999999999999
10.559000000000001,10.595999999999998,10.559000000000001,10.545
10.592000000000001,10.582000000000001,10.549000000000001,10.545
10.595999999999998,10.587,10.526,10.530999999999999
10.600999999999999,10.582000000000001,10.539999999999999,10.520999999999999
10.615,10.573,10.530999999999999,10.535
10.670999999999999,10.582000000000001,10.526,10.527000000000001
10.559000000000001,10.600999999999999,10.559000000000001,10.522
10.582000000000001,10.559000000000001,10.545,10.539999999999999
10.587,10.582000000000001,10.549000000000001,10.527000000000001
10.549000000000001,10.573,10.545,10.535
10.595999999999998,10.615,10.568,10.520999999999999
10.648,10.573,10.530999999999999,10.522
10.568,10.592000000000001,10.535,10.535
10.562999999999999,10.582000000000001,10.545,10.539999999999999
10.615,10.587,10.549000000000001,10.539999999999999
10.549000000000001,10.562999999999999,10.549000000000001,10.535
10.577,10.568,10.535,10.522
10.539999999999999,10.592000000000001,10.530999999999999,10.535
10.609999999999999,10.562999999999999,10.527000000000001,10.522
10.568,10.600999999999999,10.559000000000001,10.530999999999999
10.577,10.562999999999999,10.530999999999999,10.535
10.568,10.592000000000001,10.559000000000001,10.526
10.587,10.582000000000001,10.530999999999999,10.539999999999999
10.582000000000001,10.562999999999999,10.545,10.530999999999999
10.562999999999999,10.595999999999998,10.559000000000001,10.539999999999999
10.619999999999999,10.592000000000001,10.545,10.527000000000001
10.609999999999999,10.573,10.527000000000001,10.554
10.609999999999999,10.595999999999998,10.539999999999999,10.530999999999999
10.582000000000001,10.587,10.539999999999999,10.539999999999999
10.600999999999999,10.577,10.554,10.559000000000001
10.568,10.577,10.535,10.520999999999999
10.592000000000001,10.587,10.554,10.535
10.582000000000001,10.600999999999999,10.535,10.530999999999999
10.582000000000001,10.595999999999998,10.549000000000001,10.545
10.606,10.582000000000001,10.530999999999999,10.545
10.582000000000001,10.587,10.535,10.539999999999999
10.587,10.606,10.539999999999999,10.545
10.600999999999999,10.545,10.535,10.549000000000001
10.592000000000001,10.577,10.562999999999999,10.559000000000001
10.577,10.573,10.549000000000001,10.539999999999999
10.624000000000001,10.577,10.539999999999999,10.526
10.549000000000001,10.582000000000001,10.549000000000001,10.545
10.615,10.600999999999999,10.554,10.562999999999999
10.606,10.582000000000001,10.530999999999999,10.539999999999999
10.609999999999999,10.592000000000001,10.549000000000001,10.520999999999999
10.587,10.592000000000001,10.539999999999999,10.535
10.619999999999999,10.582000000000001,10.545,10.520999999999999
10.587,10.600999999999999,10.577,10.545
10.606,10.600999999999999,10.554,10.526
10.582000000000001,10.554,10.554,10.545
10.592000000000001,10.587,10.562999999999999,10.520999999999999
10.587,10.554,10.562999999999999,10.545
10.573,10.559000000000001,10.530999999999999,10.535
10.595999999999998,10.573,10.539999999999999,10.530999999999999
10.559000000000001,10.587,10.539999999999999,10.517000000000001
10.568,10.573,10.539999999999999,10.539999999999999
10.582000000000001,10.582000000000001,10.568,10.520999999999999
10.592000000000001,10.573,10.545,10.530999999999999
10.562999999999999,10.559000000000001,10.549000000000001,10.527000000000001
10.592000000000001,10.609999999999999,10.562999999999999,10.526
10.577,10.512,10.535,10.535
10.619999999999999,10.582000000000001,10.545,10.554
10.582000000000001,10.530999999999999,10.559000000000001,10.535
10.600999999999999,10.549000000000001,10.530999999999999,10.526
